FLOPs,Patch size,Tokens,Encoder parameters,Global transformer parameters,Decoder parameters,Global transformer dimension,Encoder/Decoder dimension,Global transformer layers,Decoder layers
m,6,109966804939.1563,198272,50438144,991360,512,128,16,5
l,6,274917012347.89075,198272,50438144,991360,512,128,16,5
xl,6,549834024695.7815,198272,50438144,991360,512,128,16,5
s,6,28316521625.667362,198272,113405952,991360,768,128,16,5
m,6,56633043251.334724,198272,113405952,991360,768,128,16,5
l,6,141582608128.33682,198272,113405952,991360,768,128,16,5
xl,6,283165216256.67365,198272,113405952,991360,768,128,16,5
s,6,17025828432.863619,198272,201539584,991360,1024,128,16,5
m,6,34051656865.727238,198272,201539584,991360,1024,128,16,5
l,6,85129142164.3181,198272,201539584,991360,1024,128,16,5
xl,6,170258284328.6362,198272,201539584,991360,1024,128,16,5
s,6,11306465398.014822,198272,314839040,991360,1280,128,16,5
m,6,22612930796.029644,198272,314839040,991360,1280,128,16,5
l,6,56532326990.074104,198272,314839040,991360,1280,128,16,5
xl,6,113064653980.14821,198272,314839040,991360,1280,128,16,5
s,6,8035542554.690547,198272,453304320,991360,1536,128,16,5
m,6,16071085109.381094,198272,453304320,991360,1536,128,16,5
l,6,40177712773.452736,198272,453304320,991360,1536,128,16,5
xl,6,80355425546.90547,198272,453304320,991360,1536,128,16,5
s,6,5997336226.140466,198272,616935424,991360,1792,128,16,5
m,6,11994672452.280931,198272,616935424,991360,1792,128,16,5
l,6,29986681130.702328,198272,616935424,991360,1792,128,16,5
xl,6,59973362261.404655,198272,616935424,991360,1792,128,16,5
s,6,4644126644.523195,198272,805732352,991360,2048,128,16,5
m,6,9288253289.04639,198272,805732352,991360,2048,128,16,5
l,6,23220633222.61598,198272,805732352,991360,2048,128,16,5
xl,6,46441266445.23196,198272,805732352,991360,2048,128,16,5
s,6,23559017411.810116,789760,113405952,3948800,768,256,16,5
m,6,47118034823.62023,789760,113405952,3948800,768,256,16,5
l,6,117795087059.05058,789760,113405952,3948800,768,256,16,5
xl,6,235590174118.10117,789760,113405952,3948800,768,256,16,5
s,6,15182382948.866116,789760,201539584,3948800,1024,256,16,5
m,6,30364765897.73223,789760,201539584,3948800,1024,256,16,5
l,6,75911914744.33058,789760,201539584,3948800,1024,256,16,5
xl,6,151823829488.66116,789760,201539584,3948800,1024,256,16,5
s,6,10462824000.554268,789760,314839040,3948800,1280,256,16,5
m,6,20925648001.108536,789760,314839040,3948800,1280,256,16,5
l,6,52314120002.77134,789760,314839040,3948800,1280,256,16,5
xl,6,104628240005.54268,789760,314839040,3948800,1280,256,16,5
s,6,7600018677.805903,789760,453304320,3948800,1536,256,16,5
m,6,15200037355.611807,789760,453304320,3948800,1536,256,16,5
l,6,38000093389.02952,789760,453304320,3948800,1536,256,16,5
xl,6,76000186778.05904,789760,453304320,3948800,1536,256,16,5
s,6,5751350266.429072,789760,616935424,3948800,1792,256,16,5
m,6,11502700532.858145,789760,616935424,3948800,1792,256,16,5
l,6,28756751332.145363,789760,616935424,3948800,1792,256,16,5
xl,6,57513502664.290726,789760,616935424,3948800,1792,256,16,5
s,6,4495245541.462493,789760,805732352,3948800,2048,256,16,5
m,6,8990491082.924986,789760,805732352,3948800,2048,256,16,5
l,6,22476227707.312466,789760,805732352,3948800,2048,256,16,5
xl,6,44952455414.62493,789760,805732352,3948800,2048,256,16,5
s,6,12932811197.377954,1774464,201539584,8872320,1024,384,16,5
m,6,25865622394.75591,1774464,201539584,8872320,1024,384,16,5
l,6,64664055986.88978,1774464,201539584,8872320,1024,384,16,5
xl,6,129328111973.77956,1774464,201539584,8872320,1024,384,16,5
s,6,9342879185.011492,1774464,314839040,8872320,1280,384,16,5
m,6,18685758370.022984,1774464,314839040,8872320,1280,384,16,5
l,6,46714395925.05746,1774464,314839040,8872320,1280,384,16,5
xl,6,93428791850.11491,1774464,314839040,8872320,1280,384,16,5
s,6,6991270420.102643,1774464,453304320,8872320,1536,384,16,5
m,6,13982540840.205286,1774464,453304320,8872320,1536,384,16,5
l,6,34956352100.513214,1774464,453304320,8872320,1536,384,16,5
xl,6,69912704201.02643,1774464,453304320,8872320,1536,384,16,5
s,6,5395806433.467764,1774464,616935424,8872320,1792,384,16,5
m,6,10791612866.935528,1774464,616935424,8872320,1792,384,16,5
l,6,26979032167.338818,1774464,616935424,8872320,1792,384,16,5
xl,6,53958064334.677635,1774464,616935424,8872320,1792,384,16,5
s,6,4275072629.115379,1774464,805732352,8872320,2048,384,16,5
m,6,8550145258.230758,1774464,805732352,8872320,2048,384,16,5
l,6,21375363145.576893,1774464,805732352,8872320,2048,384,16,5
xl,6,42750726291.153786,1774464,805732352,8872320,2048,384,16,5
s,6,6296523754.718868,3152384,453304320,15761920,1536,512,16,5
m,6,12593047509.437737,3152384,453304320,15761920,1536,512,16,5
l,6,31482618773.59434,3152384,453304320,15761920,1536,512,16,5
xl,6,62965237547.18868,3152384,453304320,15761920,1536,512,16,5
s,6,4972369011.562343,3152384,616935424,15761920,1792,512,16,5
m,6,9944738023.124685,3152384,616935424,15761920,1792,512,16,5
l,6,24861845057.811714,3152384,616935424,15761920,1792,512,16,5
